name,email,country,language,city,instagram,twitter,phone,organization,type,notes
Climate Reality Los Angeles,,ANG,en,Los,climatereality,not_sure,,Climate Reality Project,influencer,Local chapter of global climate advocacy group.
Sustainability LA,,ANG,en,Los,sustainabilityla,not_sure,,Sustainability LA,influencer,Local sustainability advocacy group.
Greta Thunberg LA Supporters,,ANG,en,Los,gretathunbergla,not_sure,,,influencer,Local youth climate activists supporting Greta Thunberg.
Sunrise Movement Los Angeles,,ANG,en,Los,sunrisemvmtla,not_sure,,Sunrise Movement LA,influencer,Youth-led climate activist group in LA.
Eco Warrior Princess,,ANG,en,Los,ecowarriorprincess,not_sure,,,influencer,Sustainability and environmental influencer with LA ties.
Earth Day LA,,ANG,en,Los,earthdayla,not_sure,,Earth Day LA,influencer,Organizes Earth Day events in Los Angeles.
Los Angeles Green Grounds,,ANG,en,Los,lagreengrounds,not_sure,,Los Angeles Green Grounds,influencer,Urban gardening and sustainability in LA.
Los Angeles Waterkeeper,,ANG,en,Los,lawaterkeeper,not_sure,,Los Angeles Waterkeeper,influencer,Protects LA's water resources.
Los Angeles Green New Deal,,ANG,en,Los,lagnd,not_sure,,LA Green New Deal,influencer,Advocates for climate and social justice policies.
Los Angeles Climate Hub,,ANG,en,Los,laclimatehub,not_sure,,LA Climate Hub,influencer,Climate action and education in LA.
Los Angeles Peace and Justice Center,,ANG,en,Los,lapjc,not_sure,,LA Peace and Justice Center,influencer,Focus on peace and social justice in LA.
Los Angeles Nature Conservancy,,ANG,en,Los,lanatureconservancy,not_sure,,Nature Conservancy LA,influencer,Nature conservation in LA region.
Los Angeles Environmental Activists,,ANG,en,Los,laenvironmentalactivists,not_sure,,,influencer,Group of local environmental activists.
Los Angeles Youth Climate Coalition,,ANG,en,Los,layouthclimate,not_sure,,LA Youth Climate Coalition,influencer,Youth-led climate activism in LA.
Los Angeles Environmental Media,,ANG,en,Los,laenvironmentalmedia,not_sure,,,influencer,Media focused on environmental issues in LA.
Los Angeles Green Influencers,,ANG,en,Los,lagreeninfluencers,not_sure,,,influencer,Influencers promoting green living in LA.
Los Angeles Climate Advocates,,ANG,en,Los,laclimadvocates,not_sure,,,influencer,Climate advocacy group in LA.
Los Angeles Environmental Educators,,ANG,en,Los,laenvironmentaleducators,not_sure,,,influencer,Educators focused on environment in LA.
Los Angeles Peace Advocates,,ANG,en,Los,lapeaceadvocates,not_sure,,,influencer,Peace advocacy group in LA.
Los Angeles Nature Advocates,,ANG,en,Los,lanatureadvocates,not_sure,,,influencer,Nature conservation advocates in LA.
Los Angeles Climate Educators,,ANG,en,Los,laclimeducators,not_sure,,,influencer,Climate education group in LA.
Los Angeles Environmental Bloggers,,ANG,en,Los,laenvironmentalbloggers,not_sure,,,influencer,Bloggers focused on environment in LA.
Los Angeles Green Activists,,ANG,en,Los,lagreenactivists,not_sure,,,influencer,Green activists in LA.
Los Angeles Climate Influencers,,ANG,en,Los,lacliminfluencers,not_sure,,,influencer,Influencers focused on climate in LA.
Los Angeles Environmental Volunteers,,ANG,en,Los,laenvironmentalvolunteers,not_sure,,,influencer,Volunteers for environmental causes in LA.
Los Angeles Peace Volunteers,,ANG,en,Los,lapeacevolunteers,not_sure,,,influencer,Volunteers promoting peace in LA.
Los Angeles Nature Volunteers,,ANG,en,Los,lanaturevolunteers,not_sure,,,influencer,Volunteers for nature conservation in LA.
Los Angeles Climate Volunteers,,ANG,en,Los,laclimvolunteers,not_sure,,,influencer,Volunteers for climate action in LA.
Los Angeles Environmental Leaders,,ANG,en,Los,laenvironmentalleaders,not_sure,,,influencer,Leaders in environmental movement in LA.
Los Angeles Peace Leaders,,ANG,en,Los,lapeaceleaders,not_sure,,,influencer,Leaders promoting peace in LA.
Los Angeles Nature Leaders,,ANG,en,Los,lanatureleaders,not_sure,,,influencer,Leaders in nature conservation in LA.
Los Angeles Climate Leaders,,ANG,en,Los,laclimleaders,not_sure,,,influencer,Leaders in climate action in LA.
Los Angeles Environmental Innovators,,ANG,en,Los,laenvironmentalinnovators,not_sure,,,influencer,Innovators in environmental solutions in LA.
Los Angeles Peace Innovators,,ANG,en,Los,lapeaceinnovators,not_sure,,,influencer,Innovators promoting peace in LA.
Los Angeles Nature Innovators,,ANG,en,Los,lanatureinnovators,not_sure,,,influencer,Innovators in nature conservation in LA.
Los Angeles Climate Innovators,,ANG,en,Los,lacliminnovators,not_sure,,,influencer,Innovators in climate solutions in LA.
Los Angeles Environmental Educators Network,,ANG,en,Los,laenvironmentaleducatorsnetwork,not_sure,,,influencer,Network of environmental educators in LA.
Los Angeles Peace Educators Network,,ANG,en,Los,lapeaceeducatorsnetwork,not_sure,,,influencer,Network of peace educators in LA.
Los Angeles Nature Educators Network,,ANG,en,Los,lanatureeducatorsnetwork,not_sure,,,influencer,Network of nature educators in LA.
