name,email,country,language,city,instagram,twitter,phone,organization,type,notes
Uche Nnaji,,NGA,en,Lagos,@uche_nnaji,not_sure,,Fashion Entrepreneur,influencer,Advocates for sustainable fashion
Oluwatosin Ajibade,,NGA,en,Lagos,@mr_eazi,@mreazi,,Musician,influencer,Promotes African culture and sustainability
Stephanie Coker,,NGA,en,Lagos,@stephaniecoker,@StephanieCoker_,,TV Host,influencer,Covers lifestyle and environmental issues
Ebuka Obi-Uchendu,,NGA,en,Lagos,@ebuka,@Ebuka,,Media Personality,influencer,Hosts shows on social issues
Toyin Abraham,,NGA,en,Lagos,@toyin_abraham,@toyin_abraham1,,Actress,influencer,Promotes social change through films
Linda Ikeji,,NGA,en,Lagos,@officiallindaikeji,@lindaikeji,,Blogger,influencer,Covers lifestyle and social issues
Omotola Jalade Ekeinde,,NGA,en,Lagos,@realomosexy,@Realomosexy,,Actress,influencer,Advocates for social change and environment
Richard Mofe-Damijo,,NGA,en,Lagos,@mofedamijo,@MofeDamijo,,Actor,influencer,Promotes social issues through acting
Kate Henshaw,,NGA,en,Lagos,@k8henshaw,@HenshawKate,,Actress,influencer,Advocates for health and environment
Ini Edo,,NGA,en,Lagos,@iniedo,@iniedo,,Actress,influencer,Promotes social change through films
Genevieve Nnaji,,NGA,en,Lagos,@genevievennaji,not_sure,,Actress,influencer,Advocates for women's rights and environment
Rita Dominic,,NGA,en,Lagos,@ritadominic,@ritaUdominic,,Actress,influencer,Promotes social change through films
Yemi Alade,,NGA,en,Lagos,@yemialade,@yemialadee,,Musician,influencer,Promotes African culture and sustainability
Tiwa Savage,,NGA,en,Lagos,@tiwasavage,@TiwaSavage,,Musician,influencer,Advocates for women's empowerment and environment
Davido,,NGA,en,Lagos,@davido,@davido,,Musician,influencer,Promotes social change through music
Wizkid,,NGA,en,Lagos,@wizkidayo,@wizkidayo,,Musician,influencer,Advocates for African culture and environment
Burna Boy,,NGA,en,Lagos,@burnaboygram,@burnaboy,,Musician,influencer,Promotes African culture and social change
Falz,,NGA,en,Lagos,@falzthebahdguy,@falzthebahdguy,,Musician & Actor,influencer,Advocates for social justice and environment
Simi,,NGA,en,Lagos,@symplysimi,@SympLySimi,,Musician,influencer,Promotes social change through music
Adekunle Gold,,NGA,en,Lagos,@adekunlegold,@adekunleGOLD,,Musician,influencer,Advocates for African culture and environment
Teni,,NGA,en,Lagos,@tenientertainer,@TeniEntertainer,,Musician,influencer,Promotes social change through music
Olamide,,NGA,en,Lagos,@baddosneh,@Olamide,,Musician,influencer,Advocates for African culture and environment
Phyno,,NGA,en,Lagos,@phynofino,@phynofino,,Musician,influencer,Promotes social change through music
Yemi Osinbajo,,NGA,en,Lagos,@profosinbajo,@ProfOsinbajo,,Vice President of Nigeria,influencer,Advocates for national development and environment
Aisha Yesufu,,NGA,en,Lagos,@aishayesufu,@AishaYesufu,,Activist,influencer,Advocates for social justice and environment
Segun Awosanya,,NGA,en,Lagos,@segalink,@segalink,,Social Media Influencer,influencer,Advocates for social justice and reform
Rinu Oduala,,NGA,en,Lagos,@savvyrinu,@SavvyRinu,,Activist,influencer,Advocates for social justice and reform
Moe Odele,,NGA,en,Lagos,@moeodele,@Mochievous,,Lawyer & Activist,influencer,Advocates for social justice and reform
Feminist Coalition,,NGA,en,Lagos,@feminist.co,@feminist_co,,NGO,influencer,Advocates for women's rights and social justice
Damilola Odufuwa,,NGA,en,Lagos,@d_odufuwa,@d_odufuwa,,Feminist Coalition,influencer,Advocates for women's rights and social justice
Odunayo Eweniyi,,NGA,en,Lagos,@oduneweniyi,@OdunEweniyi,,Feminist Coalition,influencer,Advocates for women's rights and social justice
Kiki Mordi,,NGA,en,Lagos,@kikimordi,@kikimordi,,Journalist,influencer,Covers social issues and environment
Fisayo Soyombo,,NGA,en,Lagos,@fisayosoyombo,@fisayosoyombo,,Journalist,influencer,Investigates social issues and environment
Chimamanda Ngozi Adichie,,NGA,en,Lagos,@chimamanda_adichie,not_sure,,Author,influencer,Advocates for women's rights and social justice
Beverly Naya,,NGA,en,Lagos,@thebeverlynaya,@BeverlyNaya,,Actress,influencer,Promotes social change through films
Nancy Isime,,NGA,en,Lagos,@nancyisimeofficial,@nancyisime,,TV Host,influencer,Covers lifestyle and social issues
Alex Ekubo,,NGA,en,Lagos,@alexxekubo,@alexxekubo,,Actor,influencer,Promotes social change through acting
Uti Nwachukwu,,NGA,en,Lagos,@siruti,@SirUTI,,Media Personality,influencer,Covers lifestyle and social issues
Tacha Akide,,NGA,en,Lagos,@symply_tacha,@Symply_Tacha,,Reality TV Star,influencer,Promotes social change and empowerment
Mercy Eke,,NGA,en,Lagos,@official_mercyeke,@real_mercyeke,,Reality TV Star,influencer,Promotes social change and empowerment
Mike Edwards,,NGA,en,Lagos,@aireyys,not_sure,,Reality TV Star,influencer,Promotes social change and empowerment
Ike Onyema,,NGA,en,Lagos,@iam_ikeonyema,not_sure,,Reality TV Star,influencer,Promotes social change and empowerment
Diane Russet,,NGA,en,Lagos,@diane.russet,not_sure,,Reality TV Star,influencer,Promotes social change and empowerment
Cee-C Nwadiora,,NGA,en,Lagos,@ceec_official,not_sure,,Reality TV Star,influencer,Promotes social change and empowerment
Tobi Bakre,,NGA,en,Lagos,@tobibakre,not_sure,,Reality TV Star,influencer,Promotes social change and empowerment
Khafi Kareem,,NGA,en,Lagos,@acupofkhafi,not_sure,,Reality TV Star,influencer,Promotes social change and empowerment
Venita Akpofure,,NGA,en,Lagos,@veezeebaybeh,not_sure,,Reality TV Star,influencer,Promotes social change and empowerment
Frodd,,NGA,en,Lagos,@callme_frodd,not_sure,,Reality TV Star,influencer,Promotes social change and empowerment
Seyi Awolowo,,NGA,en,Lagos,@officialseyiawo,not_sure,,Reality TV Star,influencer,Promotes social change and empowerment
Omashola Kola Oburoh,,NGA,en,Lagos,@sholzy23,not_sure,,Reality TV Star,influencer,Promotes social change and empowerment
Esther Agunbiade,,NGA,en,Lagos,@esther_biade,not_sure,,Reality TV Star,influencer,Promotes social change and empowerment
Sir Dee,,NGA,en,Lagos,@sirdee_da,not_sure,,Reality TV Star,influencer,Promotes social change and empowerment
Jackye Madu,,NGA,en,Lagos,@thejackiebent,not_sure,,Reality TV Star,influencer,Promotes social change and empowerment
Gedoni Ekpata,,NGA,en,Lagos,@gedoni,not_sure,,Reality TV Star,influencer,Promotes social change and empowerment
Ikechukwu Onunaku,,NGA,en,Lagos,@official_ikechukwu,not_sure,,Musician & Actor,influencer,Promotes social change through music and acting
Beverly Osu,,NGA,en,Lagos,@beverly_osu,not_sure,,Actress,influencer,Promotes social change through acting
Alex Unusual,,NGA,en,Lagos,@alex_unusual,not_sure,,Reality TV Star,influencer,Promotes social change and empowerment
Uche Eke,,NGA,en,Lagos,@ucheeke,not_sure,,Environmental Advocate,influencer,Promotes sustainable living in Lagos
Lola Akinmade Åkerström,,NGA,en,Lagos,@akinmadelola,not_sure,,Travel Writer & Photographer,influencer,Focuses on climate and culture
Funmi Oyatogun,,NGA,en,Lagos,@funmioyatogun,not_sure,,TVP Adventures,influencer,Promotes eco-friendly travel
Nnaemeka Ikegwuonu,,NGA,en,Lagos,@nnaemekaikegwuonu,not_sure,,Smallholders Foundation,influencer,Supports rural farmers and climate education
Chinonso Ogbogu,,NGA,en,Lagos,@nonsoogbogu,not_sure,,The Incubator Africa,influencer,Focuses on youth and climate change
Femi Oke,,NGA,en,Lagos,@femioketv,@FemiOke,,Journalist,influencer,Covers global issues including climate
Adenike Adebayo,,NGA,en,Lagos,@adenikeoadebayo,@adenikeadebayo,,Film Critic,influencer,Discusses social and environmental topics
Folu Storms,,NGA,en,Lagos,@folustorms,@FoluStorms,,Media Personality,influencer,Covers environmental and social issues
Tosin Olaseinde,,NGA,en,Lagos,@tosinolaseinde,@tosinolaseinde,,Money Africa,influencer,Focuses on financial literacy and sustainability
Kelechi Amadi-Obi,,NGA,en,Lagos,@kelechiamadiobi,@KelechiAmadiObi,,Photographer,influencer,Captures environmental beauty
Yagazie Emezi,,NGA,en,Lagos,@yagazieemezi,@yagazieemezi,,Visual Artist,influencer,Focuses on African narratives and climate
Adebola Williams,,NGA,en,Lagos,@adebolawilliams,@DebolaLagos,,Red Media Africa,influencer,Advocates for youth and climate action
Tomi Adeyemi,,NGA,en,Lagos,@tadeyemibooks,@tomi_adeyemi,,Author,influencer,Writes on cultural and environmental themes
Ali Nuhu,,NGA,en,Lagos,@realalinuhu,@realalinuhu,,Actor,influencer,Promotes cultural and environmental awareness
Desmond Elliot,,NGA,en,Lagos,@desmondelliot,@deselliot,,Actor/Politician,influencer,Advocates for social and environmental issues
Ufuoma McDermott,,NGA,en,Lagos,@ufuomamcdermott,@ufuomamcdermott,,Actress,influencer,Promotes health and environmental awareness
Omoni Oboli,,NGA,en,Lagos,@omonioboli,@Omonioboli,,Actress,influencer,Advocates for social and environmental change
Chioma Akpotha,,NGA,en,Lagos,@chiomakpotha,@Omawumi,,Actress,influencer,Promotes environmental sustainability
Mercy Johnson Okojie,,NGA,en,Lagos,@mercyjohnsonokojie,@realmercyj,,Actress,influencer,Advocates for social and environmental issues
Runtown,,NGA,en,Lagos,@runtown,@iRuntown,,Musician,influencer,Advocates for social and environmental change
Patoranking,,NGA,en,Lagos,@patorankingfire,@patorankingfire,,Musician,influencer,Promotes social and environmental issues
Mr Eazi,,NGA,en,Lagos,@mreazi,@mreazi,,Musician,influencer,Advocates for social and environmental change
Tekno,,NGA,en,Lagos,@teknoofficial,@alhajitekno,,Musician,influencer,Promotes social and environmental issues
