name,email,country,language,city,instagram,twitter,phone,organization,type,notes
Lifeline Australia,,AUS,en,Melbourne,@lifelineaustralia,@LifelineAust,,,ngo,Crisis support and suicide prevention
The Big Issue Australia,,AUS,en,Melbourne,@thebigissueaustralia,@thebigissue,,,ngo,Social enterprise supporting homeless people
St Vincent de Paul Society Victoria,,AUS,en,Melbourne,@vinniesvic,not_sure,,,ngo,Charity supporting disadvantaged people
Foodbank Victoria,,AUS,en,Melbourne,@foodbankvictoria,not_sure,,,ngo,Provides food relief to those in need
OzHarvest Melbourne,,AUS,en,Melbourne,@ozharvest,not_sure,,,ngo,Food rescue and redistribution
SecondBite,,AUS,en,Melbourne,@secondbiteorg,not_sure,,,ngo,Redistributes surplus food to community groups
FareShare,,AUS,en,Melbourne,@fareshare_australia,not_sure,,,ngo,Rescues food and cooks meals for charities
Australian Marine Conservation Society,,AUS,en,Melbourne,@amcs_ocean,@AustMarConsSoc,,,ngo,Protects ocean wildlife and habitats
Victorian National Parks Association,,AUS,en,Melbourne,@vnpa,not_sure,,,ngo,Protects Victoria's natural heritage
350 Australia,,AUS,en,Melbourne,@350australia,@350Australia,,,ngo,Part of global climate movement
Wildlife Victoria,,AUS,en,Melbourne,@wildlifevictoria,@wildlifevictoria,,,ngo,Rescues and rehabilitates wildlife
Australian Marine Conservation Society,,AUS,en,Melbourne,@marineconservation,@AustMarConsSoc,,,ngo,Protects ocean wildlife and habitats
Australian Conservation Foundation Victoria,,AUS,en,Melbourne,@acfvictoria,not_sure,,,ngo,State branch of national conservation group
Australian Institute of International Affairs Victoria,,AUS,en,Melbourne,@aiiavictoria,not_sure,,,ngo,Focus on international affairs
Conservation Volunteers Australia,,AUS,en,Melbourne,@conservationvolunteers,@CVABush,,,ngo,Volunteer programs for conservation
Australian Volunteers International,,AUS,en,Melbourne,@australianvolunteers,not_sure,,,ngo,Volunteer programs for global development
The Fred Hollows Foundation,,AUS,en,Melbourne,@fredhollows,@FredHollows,,,ngo,Eye health and vision restoration
Refugee Council of Australia,,AUS,en,Melbourne,@refugeecouncilaus,@OzRefugeeCounc,,,ngo,Advocacy for refugees and asylum seekers
Multicultural Arts Victoria,,AUS,en,Melbourne,@multiculturalarts,not_sure,,,ngo,Promotes cultural diversity through arts
Ethnic Communities' Council of Victoria,,AUS,en,Melbourne,@eccv_official,not_sure,,,ngo,Advocacy for multicultural communities
Victorian Aboriginal Child Care Agency,,AUS,en,Melbourne,@vaccaorg,not_sure,,,ngo,Support for Aboriginal children and families
Reconciliation Victoria,,AUS,en,Melbourne,@reconciliationvic,not_sure,,,ngo,Promotes reconciliation with Indigenous peoples
Victorian Women's Trust,,AUS,en,Melbourne,@vicwomenstrust,not_sure,,,ngo,Advocacy for women's rights and equality
Women's Health Victoria,,AUS,en,Melbourne,@whvictoria,not_sure,,,ngo,Promotes women's health and wellbeing
Women's Legal Service Victoria,,AUS,en,Melbourne,@womenslegalvic,not_sure,,,ngo,Legal support for women
WIRE Women's Information,,AUS,en,Melbourne,@wirewomen,not_sure,,,ngo,Support services for women
