name,email,country,language,city,instagram,twitter,phone,organization,type,notes
Tamer Hosny,,EGY,ar,Cairo,@tamerhosny,@tamerhosny,,Musician and Actor,influencer,Promotes peace and social harmony
Sherine Abdel Wahab,,EGY,ar,Cairo,@sherine,not_sure,,Singer,influencer,Advocates for peace through music
Hany Adel,,EGY,ar,Cairo,@hanyadelofficial,not_sure,,Musician and Actor,influencer,Promotes environmental awareness
Amr Waked,,EGY,ar,Cairo,@amrwaked,@amrwaked,,Actor and Activist,influencer,Focuses on peace and social justice
Khaled Abol Naga,,EGY,ar,Cairo,@kalnaga,@kalnaga,,Actor and Activist,influencer,Advocates for human rights and peace
Yousra,,EGY,ar,Cairo,@yousra,not_sure,,Actress and UN Ambassador,influencer,Promotes peace and social causes
Mohamed Henedy,,EGY,ar,Cairo,@henedyramadan,@OfficialHenedy,,Comedian and Actor,influencer,Advocates for social harmony
Asser Yassin,,EGY,ar,Cairo,@asser_yassin,not_sure,,Actor,influencer,Promotes peace and social issues
Nelly Karim,,EGY,ar,Cairo,@nellykarim_official,not_sure,,Actress,influencer,Advocates for women's rights and peace
Ahmed Helmy,,EGY,ar,Cairo,@ahmedhelmy,@ahelmy,,Actor and Comedian,influencer,Promotes peace and social harmony
Donia Samir Ghanem,,EGY,ar,Cairo,@donia.samir.ghanem,not_sure,,Actress and Singer,influencer,Advocates for social causes
Mohamed Ramadan,,EGY,ar,Cairo,@mohamedramadanws,@Mohamed_Ramadan,,Actor and Singer,influencer,Promotes social harmony
Ahmed Fahmy,,EGY,ar,Cairo,@fahmi173,not_sure,,Actor and Singer,influencer,Advocates for peace and social issues
Hana Shiha,,EGY,ar,Cairo,@hanashiha,not_sure,,Actress,influencer,Promotes women's rights and peace
Yasmine Raeis,,EGY,ar,Cairo,@yasmine_raees,not_sure,,Actress,influencer,Advocates for social justice
Ahmed Ezz,,EGY,ar,Cairo,@ahmedezzofficial,not_sure,,Actor,influencer,Promotes peace and social issues
Sherif Mounir,,EGY,ar,Cairo,@sherifmounirofficial,not_sure,,Actor,influencer,Advocates for social harmony
Menna Shalabi,,EGY,ar,Cairo,@mennashalaby,not_sure,,Actress,influencer,Promotes women's rights and peace
Ahmed El Sakka,,EGY,ar,Cairo,@ahmedelsakaeg,not_sure,,Actor,influencer,Advocates for peace and social issues
Kinda Alloush,,EGY,ar,Cairo,@kindalloush,not_sure,,Actress,influencer,Promotes social harmony
Hend Reda,,EGY,ar,Cairo,@hendreda,not_sure,,Actress,influencer,Advocates for women's rights and peace
Amr Youssef,,EGY,ar,Cairo,@amryoussefofficial,not_sure,,Actor,influencer,Promotes peace and social issues
Sawsan Badr,,EGY,ar,Cairo,@sawsanbadrofficial,not_sure,,Actress,influencer,Advocates for social harmony
Rania Youssef,,EGY,ar,Cairo,@raniayoussef_,not_sure,,Actress,influencer,Promotes women's rights and peace
Ahmed Malek,,EGY,ar,Cairo,@malekahmed,not_sure,,Actor,influencer,Advocates for peace and social issues
Hanan Motawie,,EGY,ar,Cairo,@hananmotawie,not_sure,,Actress,influencer,Promotes social harmony
Shereen Reda,,EGY,ar,Cairo,@shereenredaofficial,not_sure,,Actress,influencer,Advocates for women's rights and peace
Ahmed Dawood,,EGY,ar,Cairo,@adawoodofficial,not_sure,,Actor,influencer,Promotes peace and social issues
Yasmin Raeis,,EGY,ar,Cairo,@yasminraeis,not_sure,,Actress,influencer,Advocates for social justice
Mohamed Farrag,,EGY,ar,Cairo,@mohamedfarrag,not_sure,,Actor,influencer,Promotes peace and social issues
Amina Khalil,,EGY,ar,Cairo,@aminakhalilofficial,not_sure,,Actress,influencer,Advocates for women's rights and peace
Ahmed Magdy,,EGY,ar,Cairo,@ahmedmagdy,not_sure,,Actor,influencer,Promotes peace and social issues
Saba Mubarak,,EGY,ar,Cairo,@saba.mubarak,not_sure,,Actress,influencer,Advocates for social harmony
Hanan Turk,,EGY,ar,Cairo,@hanan_turk,not_sure,,Actress,influencer,Promotes women's rights and peace
Ahmed El Fishawy,,EGY,ar,Cairo,@fishawyofficial,not_sure,,Actor,influencer,Advocates for peace and social issues
Nelly Karim,,EGY,ar,Cairo,@nellykarim,not_sure,,Actress,influencer,Promotes women's rights and peace
Hend Sabry,,EGY,ar,Cairo,@hendsabry,not_sure,,Actress,influencer,Advocates for women's rights and peace
Mohamed El-Sayed,,EGY,ar,Cairo,@mohamedelsayed,not_sure,,Climate Action Egypt,influencer,Climate activist and speaker
Sara Ahmed,,EGY,ar,Cairo,@saraahmed,not_sure,,Green Future Initiative,influencer,Promotes sustainable living in Cairo
Nour Hassan,,EGY,ar,Cairo,@nourhassan,not_sure,,Eco-Friendly Egypt,influencer,Advocates for eco-friendly practices
Omar Khaled,,EGY,ar,Cairo,@omarkhaled,not_sure,,Peace Builders Egypt,influencer,Focuses on peace initiatives
Layla Mostafa,,EGY,ar,Cairo,@laylamostafa,not_sure,,Nature Conservation Egypt,influencer,Nature conservation advocate
Yasmine Ali,,EGY,ar,Cairo,@yasmineali,not_sure,,Cairo Climate Collective,influencer,Climate change awareness
Karim Nabil,,EGY,ar,Cairo,@karimnabil,not_sure,,Green Cairo,influencer,Promotes green initiatives
Dina Samir,,EGY,ar,Cairo,@dinasamir,not_sure,,Eco Warriors Egypt,influencer,Environmental protection advocate
Hassan Mahmoud,,EGY,ar,Cairo,@hassanmahmoud,not_sure,,Peaceful Cairo,influencer,Peace and conflict resolution
Mona Adel,,EGY,ar,Cairo,@monaadel,not_sure,,Cairo Green Network,influencer,Sustainability and green living
Ahmed Yassin,,EGY,ar,Cairo,@ahmedyassin.official,not_sure,,Nature Conservation Egypt,influencer,Co-founder of Nature Conservation Egypt
Heba El-Desouky,,EGY,ar,Cairo,@hebaeldesouky,not_sure,,Environmental Advocate,influencer,Advocates for sustainable living in Cairo
Yasmine El-Mehairy,,EGY,ar,Cairo,@yasmineelmehairy,not_sure,,SuperMama,influencer,Focuses on sustainable parenting
Mohamed El-Shahed,,EGY,ar,Cairo,@cairobserver,not_sure,,Cairo Observer,influencer,Urbanism and environmental issues in Cairo
Alaa El-Aswany,,EGY,ar,Cairo,@alaaelaswany,not_sure,,Author and Political Commentator,influencer,Writes on geopolitics and social issues
Hassan Aboelenein,,EGY,ar,Cairo,@hassanaboelenein,not_sure,,Greenish,influencer,"Co-founder of Greenish, environmental initiatives"
Sara Hegazy,,EGY,ar,Cairo,@sarahegazy,not_sure,,LGBTQ+ and Human Rights Activist,influencer,Advocated for human rights and equality
Dina El-Mofty,,EGY,ar,Cairo,@dinaelmofty,not_sure,,Injaz Egypt,influencer,Empowers youth through education and innovation
Yara Yassin,,EGY,ar,Cairo,@yara.yassin,not_sure,,Up-fuse,influencer,Co-founder of sustainable fashion brand Up-fuse
Ramy Essam,,EGY,ar,Cairo,@ramyessam,@ramyessam,,Musician and Activist,influencer,Known for revolutionary and peace-promoting music
Nour El Sherbini,,EGY,ar,Cairo,@noursherbini,@noursherbini,,Professional Squash Player,influencer,Promotes sports and healthy living
Aida El-Ayoubi,,EGY,ar,Cairo,@aidaelayoubi,not_sure,,Singer and Songwriter,influencer,Focuses on peace and cultural heritage
Hossam Bahgat,,EGY,ar,Cairo,@hossambahgat,@hossambahgat,,Egyptian Initiative for Personal Rights,influencer,Human rights and environmental justice
Wael Ghonim,,EGY,ar,Cairo,@waelghonim,@Ghonim,,Activist and Author,influencer,Known for role in 2011 Egyptian revolution
Mohamed Diab,,EGY,ar,Cairo,@mohameddiab,not_sure,,Filmmaker and Writer,influencer,Focuses on social issues and peace
Nourhanne Eissa,,EGY,ar,Cairo,@nourhanne.eissa,not_sure,,Environmental Scientist,influencer,Researches climate change impacts in Egypt
Hana El Zahed,,EGY,ar,Cairo,@hannaelzahed,not_sure,,Actress,influencer,Advocates for environmental awareness
Nour El Din,,EGY,ar,Cairo,@nour.eldin,not_sure,,Environmental Blogger,influencer,Writes about sustainable living in Egypt
Sherif El Shafei,,EGY,ar,Cairo,@sherif.elshafei,not_sure,,Greenish,influencer,"Co-founder of Greenish, environmental initiatives"
Dina El Wedidi,,EGY,ar,Cairo,@dinaelwedidi,@DinaElWedidi,,Singer and Activist,influencer,Promotes cultural heritage and peace through music
Yara Elmjouie,,EGY,ar,Cairo,@yelmjouie,not_sure,,AJ+,influencer,Covers environmental issues in Egypt
Nour El Sherbini,,EGY,ar,Cairo,@nourelsherbini,@noursherbini,,Athlete,influencer,Promotes sustainable sports initiatives
Tarek El Molla,,EGY,ar,Cairo,@tarekelmolla,not_sure,,Minister of Petroleum,influencer,Promotes energy sustainability
Rania Al-Mashat,,EGY,ar,Cairo,@raniaalmashat,@RaniaAlMashat,,Minister of International Cooperation,influencer,Focuses on sustainable development
Yasmine Fouad,,EGY,ar,Cairo,@yasminefouad,not_sure,,Minister of Environment,influencer,Leads national environmental policies
Nadine Abdel Ghaffar,,EGY,ar,Cairo,@nadineabdelghaffar,not_sure,,Art D'Egypte,influencer,Promotes cultural sustainability
Basel El Hini,,EGY,ar,Cairo,@baselelhini,not_sure,,Misr Insurance Holding,influencer,Promotes sustainable business practices
Hany Shaker,,EGY,ar,Cairo,@hanyshaker,not_sure,,Musician,influencer,Incorporates peace themes in music
Hala El Said,,EGY,ar,Cairo,@halaelsaid,not_sure,,Minister of Planning,influencer,Focuses on sustainable economic growth
Mohamed ElBaradei,,EGY,ar,Cairo,@mohamedelbaradei,@ElBaradei,,Diplomat,influencer,Advocates for peace and nuclear disarmament
Ghada Wali,,EGY,ar,Cairo,@ghadawali,not_sure,,UNODC,influencer,Focuses on peace and justice
Sherif Arafa,,EGY,ar,Cairo,@sherifarafa,not_sure,,Director,influencer,Promotes social issues through film
Hussein Fahmy,,EGY,ar,Cairo,@husseinfahmy,not_sure,,Actor,influencer,Advocates for peace and social justice
Nesma Mahgoub,,EGY,ar,Cairo,@nesmamusic,not_sure,,Musician,influencer,Promotes cultural and environmental awareness
