name,email,country,language,city,instagram,twitter,phone,organization,type,notes
Dr. Susan Solomon,,FRA,en,San,@susansolomon,not_sure,,Atmospheric chemist,influencer,Focus on ozone depletion
Dr. Ralph Keeling,,FRA,en,San,@ralphkeeling,not_sure,,Climate scientist,influencer,Focus on carbon cycle
Dr. Veerabhadran Ramanathan,,FRA,en,San,@ramanathan,not_sure,,Climate scientist,influencer,Focus on climate change and air pollution
Dr. Corinne Le Quéré,,FRA,en,San,@corinnelequere,not_sure,,Climate scientist,influencer,Focus on global carbon cycle
Dr. Myles Allen,,FRA,en,San,@mylesallen,not_sure,,Climate scientist,influencer,Focus on climate change attribution
George Monbiot,,FRA,en,San,@georgemonbiot,@GeorgeMonbiot,,Journalist and author,influencer,Focuses on environmental issues
Mikaela Loach,,FRA,en,San,@mikaelaloach,@mikaelaloach,,Climate justice advocate,influencer,Focuses on climate justice and activism
Vanessa Nakate,,FRA,en,San,@vanessanakate1,@vanessa_vash,,Climate activist,influencer,International climate justice advocate
Yves Smith,,FRA,en,San,@nakedcapitalism,not_sure,,Naked Capitalism,influencer,Focuses on economic and environmental issues
Dr. Elizabeth Kolbert,,FRA,en,San,@elizabethkolbert,not_sure,,Journalist and author,influencer,Writes on environmental issues
Dr. Robert Bullard,,FRA,en,San,@drrobertbullard,@DrBobBullard,,Environmental justice advocate,influencer,Known as the father of environmental justice
Dr. Mustafa Santiago Ali,,FRA,en,San,@dr.msa,@EJinAction,,Environmental justice advocate,influencer,Focuses on environmental justice and policy
