name,email,country,language,city,instagram,twitter,phone,organization,type,notes
Brent Patterson,,CAN,en,Toronto,@CBrentPatterson,@CBrentPatterson,,Council of Canadians,journalist,Focuses on social and environmental justice
Rinaldo Walcott,,CAN,en,Toronto,@rinaldowalcott,@rinaldowalcott,,University of Toronto,journalist,Writes on race and politics
Andray Domise,,CAN,en,Toronto,@andraydomise,@andraydomise,,Freelance,journalist,Covers politics and social issues
Shree Paradkar,,CAN,en,Toronto,@ShreeParadkar,@ShreeParadkar,,Toronto Star,journalist,Writes on race and gender issues
Nora Loreto,,CAN,en,Toronto,@NoLore,@NoLore,,Freelance,journalist,Covers politics and social movements
Timothy Sawa,,CAN,en,Toronto,@timothysawa,not_sure,,CBC News,journalist,Investigative journalist on various topics
Kaitlin McNabb,,CAN,en,Toronto,@kaitlinmcnabb,not_sure,,This Magazine,journalist,Covers Canadian politics and culture
John Lorinc,,CAN,en,Toronto,@JohnLorinc,not_sure,,Spacing Magazine,journalist,Writes on urban affairs and environment
Sadiya Ansari,,CAN,en,Toronto,@sadiyaansari,@sadiyaansari,,Freelance,journalist,Covers immigration and social issues
Michael Enright,,CAN,en,Toronto,@MichaelEnrightCBC,not_sure,,CBC Radio,journalist,Hosts radio shows on current affairs
Alyshah Hasham,,CAN,en,Toronto,@alyshahhasham,@alysanm,,Toronto Star,journalist,Covers legal affairs and justice
Matt Galloway,,CAN,en,Toronto,@mattgallowayto,@mattgallowaycbc,,CBC Radio,journalist,Hosts CBC's The Current
Denise Balkissoon,,CAN,en,Toronto,@balkissoon,@balkissoon,,The Local,journalist,Writes on urban issues and diversity
David Rider,,CAN,en,Toronto,@dmrider,@dmrider,,Toronto Star,journalist,Covers city hall and municipal politics
Katherine Laidlaw,,CAN,en,Toronto,@klaidlaw,not_sure,,Freelance,journalist,Writes on culture and social issues
Steve Paikin,,CAN,en,Toronto,@spaikin,@spaikin,,TVO,journalist,Hosts The Agenda on TVO
Heather Mallick,,CAN,en,Toronto,@HeatherMallick,@HeatherMallick,,Toronto Star,journalist,Writes opinion pieces on various topics
Vicky Mochama,,CAN,en,Toronto,@vmochama,@vmochama,,Freelance,journalist,"Covers race, gender, and politics"
Justin Ling,,CAN,en,Toronto,@justin_ling,@Justin_Ling,,Freelance,journalist,Investigative journalist on security issues
Lauren McKeon,,CAN,en,Toronto,@laurenmckeon,@mckeonlauren,,Freelance,journalist,Writes on gender and politics
Nick Taylor-Vaisey,,CAN,en,Toronto,@TaylorVaisey,@TaylorVaisey,,Maclean's,journalist,Covers politics and policy
Samantha Edwards,,CAN,en,Toronto,@samd_edwards,not_sure,,Freelance,journalist,Writes on culture and urban issues
Chris Turner,,CAN,en,Toronto,@theturner,not_sure,,Freelance,journalist,Writes on climate change and sustainability
Alicia Elliott,,CAN,en,Toronto,@WordsandGuitar,@WordsandGuitar,,Freelance,journalist,Covers Indigenous issues and culture
Jody Porter,,CAN,en,Toronto,@jodyporter,not_sure,,CBC News,journalist,Covers Indigenous and environmental issues
Kelsey Adams,,CAN,en,Toronto,@kelseymadams,not_sure,,NOW Magazine,journalist,Writes on arts and culture
Paul Wells,,CAN,en,Toronto,@InklessPW,@InklessPW,,Maclean's,journalist,Covers Canadian politics
Robyn Doolittle,,CAN,en,Toronto,@robyndoolittle,@robyndoolittle,,The Globe and Mail,journalist,Investigative journalist on various topics
Jesse Wente,,CAN,en,Toronto,@jessewente,@jessewente,,Indigenous Screen Office,journalist,Covers Indigenous arts and media
Rachel Giese,,CAN,en,Toronto,@rachelagiese,not_sure,,Xtra,journalist,Writes on LGBTQ+ issues and culture
Craig Silverman,,CAN,en,Toronto,@CraigSilverman,@CraigSilverman,,BuzzFeed News,journalist,Covers media and misinformation
Shannon Proudfoot,,CAN,en,Toronto,@sproudfoot,@sproudfoot,,Maclean's,journalist,Covers politics and society
Angela Sterritt,,CAN,en,Toronto,@angesterritt,@AngelaSterritt,,CBC News,journalist,Indigenous issues and environmental justice
Emma McIntosh,,CAN,en,Toronto,@emmaamcintosh,@EmmaMci,,The Narwhal,journalist,Environment and climate reporter
Carl Meyer,,CAN,en,Toronto,@carlmeyerott,not_sure,,National Observer,journalist,Covers climate policy and politics
Adrian Harewood,,CAN,en,Toronto,@adrianharewood,not_sure,,CBC News,journalist,Focus on social and environmental justice
Kaleigh Rogers,,CAN,en,Toronto,@kaleighrogers,@kaleighrogers,,FiveThirtyEight,journalist,Covers technology and climate
Samantha Edwards,,CAN,en,Toronto,@samdoubled,not_sure,,Freelance,journalist,Writes on urbanism and environment
Nick Taylor-Vaisey,,CAN,en,Toronto,@taylorscribe,@TaylorVaisey,,Maclean's,journalist,Covers politics and climate policy
Rhiannon Johnson,,CAN,en,Toronto,@rhiannonsjohnson,not_sure,,CBC Indigenous,journalist,Indigenous and environmental stories
Alexandra Shimo,,CAN,en,Toronto,@alexandrashimo,not_sure,,Freelance,journalist,Covers social issues and environment
Christopher Hume,,CAN,en,Toronto,@humechristopher,not_sure,,Toronto Star,journalist,Urban issues and environmental design
Brent Jolly,,CAN,en,Toronto,@brentajolly,not_sure,,National NewsMedia Council,journalist,Media ethics and environmental reporting
Hamutal Dotan,,CAN,en,Toronto,@hamutaldotan,not_sure,,Freelance,journalist,Urbanism and environmental policy
Molly Hayes,,CAN,en,Toronto,@mollyhayes,@mollyhayes,,The Globe and Mail,journalist,Covers crime and environmental justice
Nishat Chowdhury,,CAN,en,Toronto,@nishatchowdhury,not_sure,,Freelance,journalist,Writes on climate and social issues
Katherine Laidlaw,,CAN,en,Toronto,@katherinelaidlaw,not_sure,,Freelance,journalist,Investigative journalist on environment
Stephanie Nolen,,CAN,en,Toronto,@snolen,@snolen,,The New York Times,journalist,Global health and climate change
Michael Enright,,CAN,en,Toronto,@enrightcbc,not_sure,,CBC Radio,journalist,Veteran broadcaster on social issues
Evan Solomon,,CAN,en,Toronto,@evansolomon,@EvanLSolomon,,CTV News,journalist,Political affairs and climate policy
Bruce Livesey,,CAN,en,Toronto,@brucelivesey,not_sure,,Freelance,journalist,Investigative journalist on climate
Jonathan Goldsbie,,CAN,en,Toronto,@goldsbie,@goldsbie,,CANADALAND,journalist,Media and environmental reporting
Sabrina Maddeaux,,CAN,en,Toronto,@sabrinamaddeaux,@SabrinaMaddeaux,,National Post,journalist,Covers culture and climate issues
Sarah Boesveld,,CAN,en,Toronto,@sarahboesveld,@sarahboesveld,,Chatelaine,journalist,Social issues and environmental topics
Lauren Strapagiel,,CAN,en,Toronto,@laurenstrapa,not_sure,,BuzzFeed News,journalist,Social media and environmental topics
Alicia Elliott,,CAN,en,Toronto,@aliciaelliott,not_sure,,Freelance,journalist,Indigenous issues and environmental justice
Carly Lewis,,CAN,en,Toronto,@carlylewis,not_sure,,Freelance,journalist,Culture and environmental reporting
Elamin Abdelmahmoud,,CAN,en,Toronto,@elamin88,@elamin88,,BuzzFeed News,journalist,Culture and climate topics
Sarmishta Subramanian,,CAN,en,Toronto,@sarmishta,not_sure,,Maclean's,journalist,Politics and environmental policy
Andrea Houston,,CAN,en,Toronto,@dreahouston,not_sure,,Freelance,journalist,LGBTQ+ and environmental issues
Tara Henley,,CAN,en,Toronto,@tarahenley,not_sure,,Freelance,journalist,Culture and environmental issues
Rosa Saba,,CAN,en,Toronto,@rosajsaba,not_sure,,Toronto Star,journalist,Business and environmental reporting
Sophie Kiwala,,CAN,en,Toronto,@sophiekiwala,not_sure,,Freelance,journalist,Politics and environmental issues
Alyssa Furtado,,CAN,en,Toronto,@alyssafurtado,not_sure,,Ratehub.ca,journalist,Finance and environmental topics
Kelsey Adams,,CAN,en,Toronto,@kelseyladams,not_sure,,Freelance,journalist,Arts and environmental reporting
Sabrina Nanji,,CAN,en,Toronto,@sabrinananjii,not_sure,,Queen's Park Observer,journalist,Politics and climate policy
Anne Kingston,,CAN,en,Toronto,@annekingston,not_sure,,Maclean's,journalist,Culture and climate reporting
Megan Robinson,,CAN,en,Toronto,@meganrobinson,not_sure,,Freelance,journalist,Sports and environmental topics
Jillian Kestler-D'Amours,,CAN,en,Toronto,@jillkestler,not_sure,,Al Jazeera English,journalist,Human rights and environmental issues
Shannon VanRaes,,CAN,en,Toronto,@shannonvanraes,not_sure,,Reuters,journalist,Agriculture and climate reporting
Alyssa Milano,,CAN,en,Toronto,@alyssa_milano,not_sure,,Freelance,journalist,Culture and environmental issues
Jesse Hirsh,,CAN,en,Toronto,@jessehirsh,not_sure,,Freelance,journalist,Technology and environmental topics
Alyssa Schwartz,,CAN,en,Toronto,@alyssaschwartz,not_sure,,Freelance,journalist,Travel and environmental reporting
Samantha Beattie,,CAN,en,Toronto,@samanthabeattie,not_sure,,CBC News,journalist,Local news and environmental issues
Angela Bischoff,,CAN,en,Toronto,@TOxics,not_sure,,Ontario Clean Air Alliance,journalist,Advocates for clean air and energy
Adria Vasil,,CAN,en,Toronto,@adriavasil,not_sure,,NOW Magazine,journalist,Writes on environmental issues
Ian Hanomansing,,CAN,en,Toronto,@cbcnews,@ianhanomansing,,CBC News,journalist,"Hosts CBC's The National, covers various topics"
Naomi Klein,,CAN,en,Toronto,@naomiaklein,@NaomiAKlein,,The Intercept,journalist,Writes on climate change and politics
Carolyn Jarvis,,CAN,en,Toronto,@carolynjarvis,@CarolynJarvis,,Global News,journalist,"Investigative journalist, covers various topics"
