name,email,country,language,city,instagram,twitter,phone,organization,type,notes
M K Venu,,IND,hi,Delhi,@mkvenu1,@mkvenu1,,The Wire,journalist,Writes on economy and politics
Manoj Joshi,,IND,hi,Delhi,@manojjoshi,@manojgjoshi,,Observer Research Foundation,journalist,Focus on defense and geopolitics
Meghnad Desai,,IND,hi,Delhi,@meghnaddesai,not_sure,,Freelance,journalist,Writes on economy and politics
Nilanjana Roy,,IND,hi,Delhi,@nilanjanaroy,@nilanjanaroy,,Financial Times,journalist,Writes on culture and society
Pankaj Pachauri,,IND,hi,Delhi,@pankajpachauri,@PankajPachauri,,NDTV,journalist,Covers politics and social issues
Paranjoy Guha Thakurta,,IND,hi,Delhi,@paranjoygt,@paranjoygt,,Freelance,journalist,Focus on economy and media
Prabhu Chawla,,IND,hi,Delhi,@prabhuchawla,@PrabhuChawla,,The New Indian Express,journalist,Covers politics and social issues
Priya Ramani,,IND,hi,Delhi,@priyaramani,@priyaramani,,Freelance,journalist,Writes on gender and social issues
Raj Chengappa,,IND,hi,Delhi,@rajchengappa,@rajchengappa,,India Today,journalist,Covers politics and international affairs
Rajat Sharma,,IND,hi,Delhi,@rajatsharma,@RajatSharmaLive,,India TV,journalist,Focus on politics and social issues
Rana Ayyub,,IND,hi,Delhi,@ranaayyub,@RanaAyyub,,Washington Post,journalist,Writes on politics and human rights
Ritu Kapur,,IND,hi,Delhi,@ritukapur,@kapur_ritu,,The Quint,journalist,Focus on politics and social issues
Rohini Singh,,IND,hi,Delhi,@rohini_sgh,@rohini_sgh,,The Wire,journalist,Investigative journalist on politics
Sandeep Unnithan,,IND,hi,Delhi,@sandeepunnithan,@SandeepUnnithan,,India Today,journalist,Covers defense and geopolitics
Sanjay Jha,,IND,hi,Delhi,@jha.sanjay,@JhaSanjay,,Freelance,journalist,Focus on politics and social issues
Sanjay Pugalia,,IND,hi,Delhi,@sanjaypugalia,not_sure,,Quint Digital,journalist,Covers politics and media
Saurabh Shukla,,IND,hi,Delhi,@saurabhshukla,not_sure,,NewsMobile,journalist,Focus on politics and social issues
Seema Mustafa,,IND,hi,Delhi,@seemamustafa,@seemamust,,The Citizen,journalist,Covers politics and international affairs
Barkha Dutt,,IND,hi,Delhi,@barkha.dutt,@BDUTT,,Mojo Story,journalist,Covers geopolitics and climate issues
Rajdeep Sardesai,,IND,hi,Delhi,@rajdeepsardesai,@sardesairajdeep,,India Today,journalist,Covers national and international affairs
Shereen Bhan,,IND,hi,Delhi,@shereen.bhan,@ShereenBhan,,CNBC-TV18,journalist,Covers business and environmental issues
Nidhi Suresh,,IND,hi,Delhi,@nidhisuresh,not_sure,,Newslaundry,journalist,Reports on social justice and environment
Anjali Puri,,IND,hi,Delhi,@anjalipuri,not_sure,,Business Standard,journalist,Focuses on politics and climate
Amit Baruah,,IND,hi,Delhi,@amit_baruah,not_sure,,The Hindu,journalist,Covers international affairs and environment
