name,email,country,language,city,instagram,twitter,phone,organization,type,notes
Sarah El-Sirgany,,EGY,ar,Cairo,@sirgany,@SirganyCNN,,CNN,journalist,Focus on Middle East politics
Maggie Michael,,EGY,ar,Cairo,@maggie_michael,not_sure,,Associated Press,journalist,Covers Middle East affairs
Hamza Hendawi,,EGY,ar,Cairo,@hamzahendawi,not_sure,,Associated Press,journalist,Focus on Egyptian politics
Farah Saafan,,EGY,ar,Cairo,@farahsaafan,not_sure,,Al Jazeera,journalist,Covers Middle East issues
Menna Alaa El-Din,,EGY,ar,Cairo,@mennaalaaeldin,not_sure,,Ahram Online,journalist,Focus on Egyptian society and politics
Nada Arafat,,EGY,ar,Cairo,@nadaarafat,not_sure,,Mada Masr,journalist,Covers politics and human rights
Mohamed Soliman,,EGY,ar,Cairo,@mohamedsoliman,not_sure,,Reuters,journalist,Focus on Middle East affairs
Salma El Wardany,,EGY,ar,Cairo,@salmawardany,@salmawardany,,Bloomberg,journalist,Covers Middle East energy and politics
Ahmed Aboulenein,,EGY,ar,Cairo,@ahmedaboulenein,@aaboulenein,,Reuters,journalist,Focus on Egyptian politics
Hadeel Al Sayegh,,EGY,ar,Cairo,@hadeelalsayegh,@hadeelalsayegh,,Reuters,journalist,Covers Middle East business and politics
Yusri Mohamed,,EGY,ar,Cairo,@yusrimohamed,not_sure,,Reuters,journalist,Focus on Egyptian politics
Amina Ismail,,EGY,ar,Cairo,@aminaismail,@AminaIsmail,,Reuters,journalist,Covers Middle East issues
Sami Aboudi,,EGY,ar,Cairo,@samiaboudi,not_sure,,Reuters,journalist,Focus on Middle East affairs
Ali Abdelaty,,EGY,ar,Cairo,@aliabdelaty,not_sure,,Reuters,journalist,Covers Egyptian politics
Mahmoud Mourad,,EGY,ar,Cairo,@mahmoudmourad,not_sure,,Reuters,journalist,Focus on Middle East issues
Nayera Abdallah,,EGY,ar,Cairo,@nayeraabdallah,not_sure,,Reuters,journalist,Covers Egyptian politics
Ehab Farouk,,EGY,ar,Cairo,@ehabfarouk,not_sure,,Reuters,journalist,Focus on Middle East affairs
Ahmed Tolba,,EGY,ar,Cairo,@ahmedtolba,not_sure,,Reuters,journalist,Covers Egyptian politics
Omar Fahmy,,EGY,ar,Cairo,@omarfahmy,not_sure,,Reuters,journalist,Focus on Middle East issues
Aidan Lewis,,EGY,ar,Cairo,@aidanlewis,not_sure,,Reuters,journalist,Covers Middle East affairs
Maha El Dahan,,EGY,ar,Cairo,@mahaeldahan,not_sure,,Reuters,journalist,Focus on Middle East business
Samiha Shafy,,EGY,ar,Cairo,@samihashafy,not_sure,,Der Spiegel,journalist,Covers Middle East politics
Rana Taha,,EGY,ar,Cairo,@ranataha,not_sure,,Daily News Egypt,journalist,Focus on Egyptian society and politics
Ahmed Ragab,,EGY,ar,Cairo,@ahmedragab,not_sure,,Al-Masry Al-Youm,journalist,Covers Egyptian politics
Mona Daoud,,EGY,ar,Cairo,@monadaoud,not_sure,,Al-Masry Al-Youm,journalist,Focus on Egyptian society
Mohamed Abdel Maguid,,EGY,ar,Cairo,@mohamedabdelmaguid,not_sure,,Al-Masry Al-Youm,journalist,Covers Egyptian politics
Nourhan Magdi,,EGY,ar,Cairo,@nourhanmagdi,not_sure,,Al-Masry Al-Youm,journalist,Focus on Egyptian society
Ahmed Mostafa,,EGY,ar,Cairo,@ahmedmostafa,not_sure,,Al-Masry Al-Youm,journalist,Covers Egyptian politics
Mohamed Salah,,EGY,ar,Cairo,@mohamedsalah,not_sure,,Al-Masry Al-Youm,journalist,Focus on Egyptian society
Youssef El-Malahi,,EGY,ar,Cairo,@youssefelmalahi,not_sure,,Al-Masry Al-Youm,journalist,Covers Egyptian politics
Hassan El-Sayed,,EGY,ar,Cairo,@hassanelseyed,not_sure,,Al-Masry Al-Youm,journalist,Focus on Egyptian society
Amr El-Kady,,EGY,ar,Cairo,@amrelkady,not_sure,,Al-Masry Al-Youm,journalist,Covers Egyptian politics
Mohamed El-Sayed,,EGY,ar,Cairo,@mohamedelsayed,not_sure,,Al-Masry Al-Youm,journalist,Focus on Egyptian society
Ahmed El-Gendy,,EGY,ar,Cairo,@ahmedelgendy,not_sure,,Al-Masry Al-Youm,journalist,Covers Egyptian politics
Mohamed El-Masry,,EGY,ar,Cairo,@mohamedelmasry,not_sure,,Al-Masry Al-Youm,journalist,Focus on Egyptian society
Yasser El-Shazly,,EGY,ar,Cairo,@yasserelshazly,not_sure,,Al-Masry Al-Youm,journalist,Covers Egyptian politics
Hossam El-Din,,EGY,ar,Cairo,@hossameldin,not_sure,,Al-Masry Al-Youm,journalist,Focus on Egyptian society
Mohamed El-Gohary,,EGY,ar,Cairo,@mohamedelgohary,not_sure,,Al-Masry Al-Youm,journalist,Covers Egyptian politics
Ahmed El-Sherif,,EGY,ar,Cairo,@ahmedelsherif,not_sure,,Al-Masry Al-Youm,journalist,Focus on Egyptian society
Heba Saleh,,EGY,ar,Cairo,@heba_saleh,not_sure,,Financial Times,journalist,Covers Egypt's political and economic issues
Mona El Shazly,,EGY,ar,Cairo,@monaelshazly,not_sure,,CBC Egypt,journalist,Hosts a popular talk show on CBC
Youssef El Deeb,,EGY,ar,Cairo,@youssefeldeeb,not_sure,,Al Jazeera,journalist,Reports on Middle East geopolitics
Amr Adib,,EGY,ar,Cairo,@amradib,not_sure,,MBC Masr,journalist,Hosts a leading talk show on MBC Masr
Reem Maged,,EGY,ar,Cairo,@reemmagd,not_sure,,ON TV,journalist,Focuses on social justice and human rights
Mohamed El Dahshan,,EGY,ar,Cairo,@eldahshan,not_sure,,The New Humanitarian,journalist,Covers development and humanitarian issues
Alaa Bayoumi,,EGY,ar,Cairo,@alaabayoumi,not_sure,,Al Jazeera,journalist,Focuses on Middle East politics
Wael Abbas,,EGY,ar,Cairo,@waelabbas,not_sure,,Freelance,journalist,Covers human rights and social issues
Rana Allam,,EGY,ar,Cairo,@ranaallam,not_sure,,Freelance,journalist,Writes on politics and human rights
Hossam Bahgat,,EGY,ar,Cairo,@hossambahgat,not_sure,,Mada Masr,journalist,Investigative journalist on human rights
Mohamed Elmenshawy,,EGY,ar,Cairo,@melmenshawy,not_sure,,Al Ahram,journalist,Writes on international relations
Dina Ezzat,,EGY,ar,Cairo,@dinaezzat,not_sure,,Ahram Online,journalist,Focuses on culture and politics
Khaled Dawoud,,EGY,ar,Cairo,@khaled.dawoud,not_sure,,Al-Ahram Weekly,journalist,Covers Egyptian politics
Mariam Fam,,EGY,ar,Cairo,@mariamfam,not_sure,,Associated Press,journalist,Covers Egyptian and regional news
Nada Rashwan,,EGY,ar,Cairo,@nadarashwan,not_sure,,BBC,journalist,Covers Middle East politics and society
Menna Alaa El-Din,,EGY,ar,Cairo,@mennaalaa,not_sure,,Ahram Online,journalist,Focuses on Egyptian politics and society
Mohamed Sabry,,EGY,ar,Cairo,@mohamedsabry,not_sure,,Freelance,journalist,Covers Sinai and regional issues
Dalia Rabie,,EGY,ar,Cairo,@daliarabie,not_sure,,Freelance,journalist,Writes on Egyptian politics and society
Maha El Nabawi,,EGY,ar,Cairo,@mahaelnabawi,not_sure,,Freelance,journalist,Writes on culture and society
Hassan Hassan,,EGY,ar,Cairo,@hassanhassan,not_sure,,The National,journalist,Covers Middle East politics and security
Nour Youssef,,EGY,ar,Cairo,@nouryoussef,not_sure,,The New York Times,journalist,Covers Egyptian politics and society
Reem Abdellatif,,EGY,ar,Cairo,@reemabdel,not_sure,,Freelance,journalist,Covers Middle East economics and environment
Alaa Abd El-Fattah,,EGY,ar,Cairo,@alaa,not_sure,,Freelance,journalist,Activist and writer on social justice
Sarah El Sirgany,,EGY,ar,Cairo,@sirsar,not_sure,,CNN,journalist,Covers Middle East news and politics
Basma Mostafa,,EGY,ar,Cairo,@basma_mostafa,not_sure,,Mada Masr,journalist,Investigative journalist on social issues
Mohamed Abo El Gheit,,EGY,ar,Cairo,@mohamedaboelgheit,not_sure,,Freelance,journalist,Writes on Middle East politics and society
Hossam El-Hamalawy,,EGY,ar,Cairo,@3arabawy,not_sure,,Freelance,journalist,Covers labor rights and social movements
Nadia Kamel,,EGY,ar,Cairo,@nadiakamel,not_sure,,Freelance,journalist,Focuses on social issues and culture
Mona Eltahawy,,EGY,ar,Cairo,@monaeltahawy,@monaeltahawy,,Freelance,journalist,Writes on feminism and social justice
Yasmin El-Rifae,,EGY,ar,Cairo,@yasminelrifae,not_sure,,Freelance,journalist,Writes on social movements and culture
Khaled Fahmy,,EGY,ar,Cairo,@khaledfahmy,not_sure,,Freelance,journalist,Covers history and politics
Heba Yosry,,EGY,ar,Cairo,@hebayosry,not_sure,,Freelance,journalist,Focuses on culture and social issues
Nourhan Ragab,,EGY,ar,Cairo,@nourhanragab,not_sure,,Freelance,journalist,Covers environmental issues and society
Mada Masr,,EGY,ar,Cairo,@madamasr,@MadaMasr,,Mada Masr,journalist,Independent news outlet on politics and society
Ahram Online,,EGY,ar,Cairo,@ahramonline,@ahramonline,,Ahram Online,journalist,Covers Egyptian news and culture
Daily News Egypt,,EGY,ar,Cairo,@dailynewsegypt,@DailyNewsEgypt,,Daily News Egypt,journalist,Covers Egyptian politics and economy
Egypt Independent,,EGY,ar,Cairo,@egyptindependent,@EgyIndependent,,Egypt Independent,journalist,Covers Egyptian news and society
Al-Masry Al-Youm,,EGY,ar,Cairo,@almasryalyoum,@AlMasryAlYoum,,Al-Masry Al-Youm,journalist,Covers Egyptian news and politics
Al Ahram Weekly,,EGY,ar,Cairo,@alahramweekly,@ahramweekly,,Al Ahram Weekly,journalist,Covers Egyptian news and culture
Egypt Today,,EGY,ar,Cairo,@egypttodaymag,@EgyptTodayMag,,Egypt Today,journalist,Covers Egyptian news and lifestyle
