name,email,country,language,city,instagram,twitter,phone,organization,type,notes
Dr. Saeed Al Dhaheri,,ARE,en,Dubai,@saeedaldhaheri,not_sure,,Digital Transformation Expert,influencer,Focus on smart cities and sustainability
Dubai International Film Festival,,ARE,en,Dubai,@dubaifilm,not_sure,,,influencer,Promotes films on social issues
Dr. Lamya Fawwaz,,ARE,en,Dubai,@lamyafawwaz,not_sure,,Masdar,influencer,Advocate for renewable energy
Dubai Science Park,,ARE,en,Dubai,@dubaisciencepark,not_sure,,,influencer,Supports science and sustainability initiatives
Dr. Ali Al Jassim,,ARE,en,Dubai,@alialjassim,not_sure,,Etihad ESCO,influencer,Promotes energy efficiency solutions
Dubai Chamber Sustainability Network,,ARE,en,Dubai,@dubaichamber,not_sure,,,influencer,Promotes corporate sustainability practices
Dr. Waleed Youssef,,ARE,en,Dubai,@waleedyoussef,not_sure,,Renewable Energy Expert,influencer,Focus on renewable energy solutions
Dubai Expo 2020 Sustainability,,ARE,en,Dubai,@expo2020dubai,not_sure,,,influencer,Showcased sustainability initiatives
Dr. Fatima Al Shamsi,,ARE,en,Dubai,@fatimaalshamsi,not_sure,,UAE University,influencer,Researcher in environmental science
Dubai Electricity and Water Authority,,ARE,en,Dubai,@dewaofficial,not_sure,,,influencer,Promotes sustainable energy solutions
Dr. Mohammed Al Hammadi,,ARE,en,Dubai,@mohammedalhammadi,not_sure,,Emirates Nuclear Energy Corporation,influencer,Focus on clean energy solutions
Dubai Sustainable City,,ARE,en,Dubai,@sustainablecity,not_sure,,,influencer,Promotes sustainable urban living
Dr. Mariam Al Mheiri,,ARE,en,Dubai,@mariamalmheiri,not_sure,,Minister of State for Food Security,influencer,Focus on sustainable food practices
Dubai Green Economy Partnership,,ARE,en,Dubai,@dubaigreen,not_sure,,,influencer,Promotes green economy initiatives
Dr. Ahmed Al Nuseirat,,ARE,en,Dubai,@ahmedalnuseirat,not_sure,,Dubai Government Excellence Program,influencer,Focus on government sustainability initiatives
Dubai International Peace Convention,,ARE,en,Dubai,@dubaiconvention,not_sure,,,influencer,Promotes peace and dialogue
Dr. Reem Al Gurg,,ARE,en,Dubai,@reemalgurg,not_sure,,Dubai Women Establishment,influencer,Focus on women's role in sustainability
Dubai Environmental Film Festival,,ARE,en,Dubai,@dubaienvironmentalfilm,not_sure,,,influencer,Showcases films on environmental issues
Dr. Abdulla Al Mandous,,ARE,en,Dubai,@abdulla_almandous,not_sure,,National Center of Meteorology,influencer,Focus on climate and weather research
Dubai Green Planet,,ARE,en,Dubai,@thegreenplanetdubai,not_sure,,,influencer,Promotes biodiversity and conservation
Dr. Hanan Al Suwaidi,,ARE,en,Dubai,@hananalsuwaidi,not_sure,,Dubai Health Authority,influencer,Focus on health and environment
Dubai International Humanitarian Aid & Development,,ARE,en,Dubai,@dihad_dubai,not_sure,,,influencer,Focus on humanitarian aid and development
Dr. Eisa Al Bastaki,,ARE,en,Dubai,@eisaalbastaki,not_sure,,University of Dubai,influencer,Focus on technology and sustainability
Dubai International Academic City,,ARE,en,Dubai,@diacedu,not_sure,,,influencer,Promotes education and sustainability
Dr. Ayesha Al Marzouqi,,ARE,en,Dubai,@ayesha_almarzouqi,not_sure,,Dubai Health Authority,influencer,Focus on health and sustainability
Dubai International Financial Centre,,ARE,en,Dubai,@difc,not_sure,,,influencer,Promotes sustainable finance practices
Dr. Abdul Rahman Al Awar,,ARE,en,Dubai,@abdulrahmanalawar,not_sure,,Ministry of Human Resources,influencer,Focus on sustainable labor practices
Dubai International Humanitarian City,,ARE,en,Dubai,@humanitariancity,not_sure,,,influencer,Focus on humanitarian logistics and aid
Dr. Mohammed Al Zarooni,,ARE,en,Dubai,@mohammedalz,not_sure,,Dubai Silicon Oasis Authority,influencer,Focus on technology and sustainability
Dubai International Boat Show,,ARE,en,Dubai,@dubaiintlboatshow,not_sure,,,influencer,Promotes marine conservation
Dr. Saif Al Ghurair,,ARE,en,Dubai,@saifalghurair,not_sure,,Al Ghurair Group,influencer,Focus on sustainable business practices
Dubai International Horse Fair,,ARE,en,Dubai,@dihf,not_sure,,,influencer,Promotes equestrian sports and conservation
Dr. Hessa Al Jaber,,ARE,en,Dubai,@hessaaljaber,not_sure,,Qatar Foundation,influencer,Focus on technology and sustainability
Dubai International Motor Show,,ARE,en,Dubai,@dubaimotorshow,not_sure,,,influencer,Promotes sustainable automotive solutions
Dr. Sultan Al Jaber,,ARE,en,Dubai,@sultanaljaber,not_sure,,ADNOC,influencer,Focus on energy and sustainability
Dubai International Jewellery Week,,ARE,en,Dubai,@jewelleryshow,not_sure,,,influencer,Promotes sustainable jewelry practices
Dr. Amal Al Qubaisi,,ARE,en,Dubai,@amalalqubaisi,not_sure,,Federal National Council,influencer,Focus on governance and sustainability
Dubai International Boat Show,,ARE,en,Dubai,@dubaiboatshow,@DubaiBoat,,,influencer,Promotes marine conservation
Dr. Ahmed Al Mazrouei,,ARE,en,Dubai,@ahmedalmazrouei,not_sure,,Abu Dhabi Health Authority,influencer,Focus on health and environment
Dubai International Film Festival,,ARE,en,Dubai,@dubaifilmfestival,not_found,,,influencer,Promotes films on social issues
Dr. Mohammed Al Gergawi,,ARE,en,Dubai,@mohammedalgergawi,not_sure,,UAE Government,influencer,Focus on government and sustainability
Dr. Ali Al Nuaimi,,ARE,en,Dubai,@alialnuaimi,not_sure,,UAE University,influencer,Focus on education and sustainability
Dubai International Humanitarian Aid & Development,,ARE,en,Dubai,@dihad,not_found,,,influencer,Focus on humanitarian aid and development
Omar Al Busaidy,,ARE,en,Dubai,@omaralbusaidy,@omaralbusaidy,,,influencer,Author and speaker on sustainability
Khalid Al Ameri,,ARE,en,Dubai,@khalidalameri,@KhalidAlAmeri,,,influencer,Social media influencer on cultural topics
Sheikh Hamdan bin Mohammed,,ARE,en,Dubai,@faz3,@HamdanMohammed,,,influencer,"Crown Prince of Dubai, promotes conservation"
Greenpeace MENA,,ARE,en,Dubai,@greenpeacemena,@GreenpeaceMENA,,Greenpeace,influencer,Environmental advocacy in Middle East
Arab Youth Climate Movement,,ARE,en,Dubai,@aycmuae,not_found,,AYCM UAE,influencer,Youth-led climate action group
Taryam Al Subaihi,,ARE,en,Dubai,@taryamalsubaihi,not_sure,,,influencer,Writer and environmental advocate
Hind Al Huwaidi,,ARE,en,Dubai,@hindalhuwaidi,not_sure,,,influencer,Sustainability influencer and speaker
Razan Al Mubarak,,ARE,en,Dubai,@razanalmubarak,@RazanGhalayini,,IUCN,influencer,"IUCN President, conservation leader"
Mariam Al Mheiri,,ARE,en,Dubai,@mariammalmheiri,@mariammalmheiri,,UAE Minister of Climate Change,influencer,Minister of Climate Change and Environment
Dubai Future Foundation,,ARE,en,Dubai,@dubaifuture,@DubaiFuture,,Dubai Future Foundation,influencer,Innovation and sustainability initiatives
Ayesha Al Mazrouei,,ARE,en,Dubai,@ayeshaalmazrouei,not_sure,,,influencer,Environmental activist and speaker
Dr. Thani Al Zeyoudi,,ARE,en,Dubai,@drthanialzeyoudi,@ThaniAlZeyoudi,,UAE Minister of State for Foreign Trade,influencer,Former Minister of Climate Change
Hala Kazim,,ARE,en,Dubai,@halakazim,@HalaKazim,,,influencer,Life coach and environmental advocate
Raya Bidshahri,,ARE,en,Dubai,@rayabidshahri,not_sure,,School of Humanity,influencer,Education innovator and futurist
Saeed Al Tayer,,ARE,en,Dubai,@saeedaltayer,not_sure,,DEWA,influencer,CEO of Dubai Electricity and Water Authority
Alserkal Avenue,,ARE,en,Dubai,@alserkalavenue,@AlserkalAvenue,,Alserkal Avenue,influencer,Cultural district with sustainability focus
Raha Moharrak,,ARE,en,Dubai,@rahamoharrak,not_sure,,,influencer,First Saudi woman to climb Everest
Dubai Design District,,ARE,en,Dubai,@d3dubai,@d3Dubai,,D3,influencer,Design hub with eco-friendly initiatives
Dubai Opera,,ARE,en,Dubai,@dubaiopera,@DubaiOpera,,Dubai Opera,influencer,Cultural venue with sustainability programs
Sultan Al Neyadi,,ARE,en,Dubai,@astro_alneyadi,@Astro_Alneyadi,,UAE Astronaut,influencer,UAE astronaut promoting STEM and environment
Dubai Culture,,ARE,en,Dubai,@dubaiculture,@DubaiCulture,,Dubai Culture,influencer,Cultural authority with eco-friendly initiatives
Dubai Health Authority,,ARE,en,Dubai,@dha_dubai,@DHA_Dubai,,DHA,influencer,Health authority with environmental health focus
Dubai Police,,ARE,en,Dubai,@dubaipolicehq,@DubaiPoliceHQ,,Dubai Police,influencer,Law enforcement with community initiatives
Dubai Sports Council,,ARE,en,Dubai,@dubaisc,@DubaiSC,,Dubai Sports Council,influencer,Promotes sports and healthy living
Dubai Airports,,ARE,en,Dubai,@dubaiairports,@DubaiAirports,,Dubai Airports,influencer,Airport authority with sustainability programs
Dubai Silicon Oasis,,ARE,en,Dubai,@dubaisiliconoasis,@dsoafz,,DSO,influencer,Tech park with green initiatives
Dubai Holding,,ARE,en,Dubai,@dubaiholding,@DubaiHolding,,Dubai Holding,influencer,Investment group with sustainability focus
Dubai Media City,,ARE,en,Dubai,@dubaimediacity,@DubaiMediaCity,,Dubai Media City,influencer,Media hub with eco-friendly initiatives
Dubai Knowledge Park,,ARE,en,Dubai,@dubaiknowledgepark,@DKP_AE,,Dubai Knowledge Park,influencer,Education hub with sustainability programs
Dubai Internet City,,ARE,en,Dubai,@dubaiinternetcity,@DIC_Community,,Dubai Internet City,influencer,Tech hub with sustainability focus
Dubai Maritime City,,ARE,en,Dubai,@dubaimaritimecity,not_sure,,Dubai Maritime City,influencer,Maritime hub with sustainability focus
Dubai World Trade Centre,,ARE,en,Dubai,@dwtc,@DWTCOfficial,,DWTC,influencer,Event venue with green initiatives
