name,email,country,language,city,instagram,twitter,phone,organization,type,notes
Dr. Michael E. Mann,,YOR,en,New,@michaelemann,@MichaelEMann,,Climate scientist,influencer,Renowned climate scientist
Dr. Naomi Oreskes,,YOR,en,New,@naomioreskes,@NaomiOreskes,,Science historian,influencer,Researches climate change denial
Dr. James Hansen,,YOR,en,New,@drjameshansen,not_sure,,Climate scientist,influencer,Pioneer in climate change research
Dr. Robert Bullard,,YOR,en,New,@drrobertbullard,@DrBobBullard,,Environmental justice,influencer,Father of environmental justice
Elizabeth Teo,,YOR,en,New,@elizabethtteo,not_sure,,Climate Reality Project,influencer,Climate activist and speaker
Isaias Hernandez,,YOR,en,New,@queerbrownvegan,@QueerBrownVegan,,Environmental Educator,influencer,Educates on environmental justice
Mikaela Loach,,YOR,en,New,@mikaelaloach,@mikaelaloach,,Climate Justice Activist,influencer,Focuses on climate justice and activism
Sophia Li,,YOR,en,New,@sophfei,@sophfei,,Journalist and Sustainability Advocate,influencer,Promotes sustainable living
Aditi Mayer,,YOR,en,New,@aditimayer,@aditimayer,,Sustainable Fashion Blogger,influencer,Advocates for ethical fashion
Levi Hildebrand,,YOR,en,New,@levi_hildebrand,@levi_hildebrand,,YouTuber and Environmentalist,influencer,Creates content on sustainable living
Immy Lucas,,YOR,en,New,@sustainably_vegan,@sustainablyveg,,Sustainable Living Advocate,influencer,Promotes zero waste lifestyle
Lauren Singer,,YOR,en,New,@trashisfortossers,@TrashIsForToss,,Zero Waste Advocate,influencer,Pioneer of zero waste movement
Zion Lights,,YOR,en,New,@ziontree,@ziontree,,Science Communicator,influencer,Focuses on climate science communication
Danni Washington,,YOR,en,New,@danniwashington,not_sure,,Ocean Advocate,influencer,Promotes ocean conservation
Licypriya Kangujam,,YOR,en,New,@licypriyakangujam,@LicypriyaK,,Child Environmental Activist,influencer,Young climate activist
Nina Gualinga,,YOR,en,New,@ninagualinga,@ninagualinga,,Indigenous Activist,influencer,Advocates for indigenous rights and climate
Autumn Peltier,,YOR,en,New,@autumn.peltier,@autumnpeltier,,Water Protector,influencer,Indigenous water rights advocate
Severn Cullis-Suzuki,,YOR,en,New,@severncullissuzuki,@SevernSuzuki,,Environmental Activist,influencer,Advocates for sustainable development
Helena Gualinga,,YOR,en,New,@helenagualinga,@SumakHelena,,Indigenous Activist,influencer,Focuses on Amazon rainforest protection
Luisa Neubauer,,YOR,en,New,@luisaneubauer,@Luisamneubauer,,Fridays for Future,influencer,German climate activist
Mitzi Jonelle Tan,,YOR,en,New,@mitzijonelle,@mitzijonelle,,Youth Advocates for Climate Action,influencer,Philippine climate activist
Jerome Foster II,,YOR,en,New,@jeromefosterii,@JeromeFosterII,,Climate Justice Activist,influencer,Youngest White House climate advisor
Xiye Bastida,,YOR,en,New,@xiyebeara,@xiyebastida,,Fridays for Future,influencer,Indigenous climate activist
Elizabeth Teo,,YOR,en,New,@elizabeththeo,not_sure,,Climate Reality Project,influencer,Climate reality leader and speaker
Sophia Kianni,,YOR,en,New,@sophiakianni,@SophiaKianni,,Climate Cardinals,influencer,Climate activist and UN advisor
Nalleli Cobo,,YOR,en,New,@nallelicobo,@nallelicobo,,People Not Pozos,influencer,Environmental justice activist
Varshini Prakash,,YOR,en,New,@varshprakash,@VarshPrakash,,Sunrise Movement,influencer,Co-founder of Sunrise Movement
Naomi Klein,,YOR,en,New,@naomiklein,@NaomiAKlein,,The Leap,influencer,Author and social activist
Mary Annaïse Heglar,,YOR,en,New,@maryheglar,@MaryHeglar,,Climate Writer,influencer,Climate justice essayist
Jane Fonda,,YOR,en,New,@janefonda,@Janefonda,,Fire Drill Fridays,influencer,Actress and climate activist
Dr. Vandana Shiva,,YOR,en,New,@drvandanashiva,@drvandanashiva,,Navdanya,influencer,Environmental activist and author
Dr. Peter Kalmus,,YOR,en,New,@climatehuman,@ClimateHuman,,Climate Scientist,influencer,Climate scientist and author
Dr. Vandana Shiva,,YOR,en,New,@vandanashiva1,not_sure,,Navdanya,influencer,Environmental activist and author
Elizabeth Kolbert,,YOR,en,New,@elizabethkolbert,not_sure,,The New Yorker,influencer,Environmental journalist and author
George Monbiot,,YOR,en,New,@georgemonbiot,@GeorgeMonbiot,,Environmental Journalist,influencer,Writes on environmental issues
Dr. Heidi Cullen,,YOR,en,New,@heidicullen,not_sure,,Climate Central,influencer,Climate scientist and communicator
Dr. Mustafa Santiago Ali,,YOR,en,New,@dr.msa,@DrMustafaAli,,Environmental Justice Advocate,influencer,Environmental justice leader
